country;variable;percentile;year;value;age;pop
US-MI;sptinc992t;p99p99.5;1917;0.0265;992;t
US-MI;sptinc992t;p99p99.5;1918;0.0261;992;t
US-MI;sptinc992t;p99p99.5;1919;0.0308;992;t
US-MI;sptinc992t;p99p99.5;1920;0.0306;992;t
US-MI;sptinc992t;p99p99.5;1921;0.0361;992;t
US-MI;sptinc992t;p99p99.5;1922;0.0359;992;t
US-MI;sptinc992t;p99p99.5;1923;0.034499999;992;t
US-MI;sptinc992t;p99p99.5;1924;0.035999998;992;t
US-MI;sptinc992t;p99p99.5;1925;0.039999999;992;t
US-MI;sptinc992t;p99p99.5;1926;0.041200001;992;t
US-MI;sptinc992t;p99p99.5;1927;0.039700001;992;t
US-MI;sptinc992t;p99p99.5;1928;0.041299999;992;t
US-MI;sptinc992t;p99p99.5;1929;0.037599999;992;t
US-MI;sptinc992t;p99p99.5;1930;0.034499999;992;t
US-MI;sptinc992t;p99p99.5;1931;0.034000002;992;t
US-MI;sptinc992t;p99p99.5;1932;0.033500001;992;t
US-MI;sptinc992t;p99p99.5;1933;0.036499999;992;t
US-MI;sptinc992t;p99p99.5;1934;0.035300002;992;t
US-MI;sptinc992t;p99p99.5;1935;0.035500001;992;t
US-MI;sptinc992t;p99p99.5;1936;0.040600002;992;t
US-MI;sptinc992t;p99p99.5;1937;0.036899999;992;t
US-MI;sptinc992t;p99p99.5;1938;0.0363;992;t
US-MI;sptinc992t;p99p99.5;1939;0.037500001;992;t
US-MI;sptinc992t;p99p99.5;1940;0.0383;992;t
US-MI;sptinc992t;p99p99.5;1941;0.0374;992;t
US-MI;sptinc992t;p99p99.5;1942;0.032699998;992;t
US-MI;sptinc992t;p99p99.5;1943;0.0296;992;t
US-MI;sptinc992t;p99p99.5;1944;0.0305;992;t
US-MI;sptinc992t;p99p99.5;1945;0.032499999;992;t
US-MI;sptinc992t;p99p99.5;1946;0.0341;992;t
US-MI;sptinc992t;p99p99.5;1947;0.026000001;992;t
US-MI;sptinc992t;p99p99.5;1948;0.0297;992;t
US-MI;sptinc992t;p99p99.5;1949;0.0284;992;t
US-MI;sptinc992t;p99p99.5;1950;0.031199999;992;t
US-MI;sptinc992t;p99p99.5;1951;0.031800002;992;t
US-MI;sptinc992t;p99p99.5;1952;0.027899999;992;t
US-MI;sptinc992t;p99p99.5;1953;0.0273;992;t
US-MI;sptinc992t;p99p99.5;1954;0.0284;992;t
US-MI;sptinc992t;p99p99.5;1955;0.0266;992;t
US-MI;sptinc992t;p99p99.5;1956;0.0307;992;t
US-MI;sptinc992t;p99p99.5;1957;0.0283;992;t
US-MI;sptinc992t;p99p99.5;1958;0.0273;992;t
US-MI;sptinc992t;p99p99.5;1959;0.0265;992;t
US-MI;sptinc992t;p99p99.5;1960;0.0264;992;t
US-MI;sptinc992t;p99p99.5;1961;0.028200001;992;t
US-MI;sptinc992t;p99p99.5;1962;0.0275;992;t
US-MI;sptinc992t;p99p99.5;1963;0.0273;992;t
US-MI;sptinc992t;p99p99.5;1964;0.0283;992;t
US-MI;sptinc992t;p99p99.5;1965;0.030200001;992;t
US-MI;sptinc992t;p99p99.5;1966;0.028100001;992;t
US-MI;sptinc992t;p99p99.5;1967;0.029200001;992;t
US-MI;sptinc992t;p99p99.5;1968;0.0285;992;t
US-MI;sptinc992t;p99p99.5;1969;0.028000001;992;t
US-MI;sptinc992t;p99p99.5;1970;0.027100001;992;t
US-MI;sptinc992t;p99p99.5;1971;0.027100001;992;t
US-MI;sptinc992t;p99p99.5;1972;0.026799999;992;t
US-MI;sptinc992t;p99p99.5;1973;0.025699999;992;t
US-MI;sptinc992t;p99p99.5;1974;0.027899999;992;t
US-MI;sptinc992t;p99p99.5;1975;0.0261;992;t
US-MI;sptinc992t;p99p99.5;1976;0.025800001;992;t
US-MI;sptinc992t;p99p99.5;1977;0.0265;992;t
US-MI;sptinc992t;p99p99.5;1978;0.026699999;992;t
US-MI;sptinc992t;p99p99.5;1979;0.027899999;992;t
US-MI;sptinc992t;p99p99.5;1980;0.027799999;992;t
US-MI;sptinc992t;p99p99.5;1981;0.026699999;992;t
US-MI;sptinc992t;p99p99.5;1982;0.027100001;992;t
US-MI;sptinc992t;p99p99.5;1983;0.026699999;992;t
US-MI;sptinc992t;p99p99.5;1984;0.0273;992;t
US-MI;sptinc992t;p99p99.5;1985;0.0283;992;t
US-MI;sptinc992t;p99p99.5;1986;0.030300001;992;t
US-MI;sptinc992t;p99p99.5;1987;0.030099999;992;t
US-MI;sptinc992t;p99p99.5;1988;0.031399999;992;t
US-MI;sptinc992t;p99p99.5;1989;0.0317;992;t
US-MI;sptinc992t;p99p99.5;1990;0.031099999;992;t
US-MI;sptinc992t;p99p99.5;1991;0.031199999;992;t
US-MI;sptinc992t;p99p99.5;1992;0.0319;992;t
US-MI;sptinc992t;p99p99.5;1993;0.0319;992;t
US-MI;sptinc992t;p99p99.5;1994;0.032400001;992;t
US-MI;sptinc992t;p99p99.5;1995;0.0339;992;t
US-MI;sptinc992t;p99p99.5;1996;0.034600001;992;t
US-MI;sptinc992t;p99p99.5;1997;0.035500001;992;t
US-MI;sptinc992t;p99p99.5;1998;0.036800001;992;t
US-MI;sptinc992t;p99p99.5;1999;0.0359;992;t
US-MI;sptinc992t;p99p99.5;2000;0.033799998;992;t
US-MI;sptinc992t;p99p99.5;2001;0.034699999;992;t
US-MI;sptinc992t;p99p99.5;2002;0.0341;992;t
US-MI;sptinc992t;p99p99.5;2003;0.034699999;992;t
US-MI;sptinc992t;p99p99.5;2004;0.035100002;992;t
US-MI;sptinc992t;p99p99.5;2005;0.035399999;992;t
US-MI;sptinc992t;p99p99.5;2006;0.036200002;992;t
US-MI;sptinc992t;p99p99.5;2007;0.0374;992;t
US-MI;sptinc992t;p99p99.5;2008;0.037099998;992;t
US-MI;sptinc992t;p99p99.5;2009;0.0372;992;t
US-MI;sptinc992t;p99p99.5;2010;0.036899999;992;t
US-MI;sptinc992t;p99p99.5;2011;0.0385;992;t
US-MI;sptinc992t;p99p99.5;2012;0.039900001;992;t
US-MI;sptinc992t;p99p99.5;2013;0.039900001;992;t
US-MI;sptinc992t;p99p99.5;2014;0.040399998;992;t
US-MI;sptinc992t;p99p99.5;2015;0.0403;992;t
US-MI;sptinc992t;p99p100;1917;0.1337;992;t
US-MI;sptinc992t;p99p100;1918;0.1137;992;t
US-MI;sptinc992t;p99p100;1919;0.15090001;992;t
US-MI;sptinc992t;p99p100;1920;0.1276;992;t
US-MI;sptinc992t;p99p100;1921;0.14569999;992;t
US-MI;sptinc992t;p99p100;1922;0.1689;992;t
US-MI;sptinc992t;p99p100;1923;0.1566;992;t
US-MI;sptinc992t;p99p100;1924;0.1706;992;t
US-MI;sptinc992t;p99p100;1925;0.20640001;992;t
US-MI;sptinc992t;p99p100;1926;0.1989;992;t
US-MI;sptinc992t;p99p100;1927;0.2018;992;t
US-MI;sptinc992t;p99p100;1928;0.2315;992;t
US-MI;sptinc992t;p99p100;1929;0.20290001;992;t
US-MI;sptinc992t;p99p100;1930;0.15360001;992;t
US-MI;sptinc992t;p99p100;1931;0.148;992;t
US-MI;sptinc992t;p99p100;1932;0.1284;992;t
US-MI;sptinc992t;p99p100;1933;0.1288;992;t
US-MI;sptinc992t;p99p100;1934;0.1346;992;t
US-MI;sptinc992t;p99p100;1935;0.1531;992;t
US-MI;sptinc992t;p99p100;1936;0.1882;992;t
US-MI;sptinc992t;p99p100;1937;0.15710001;992;t
US-MI;sptinc992t;p99p100;1938;0.1464;992;t
US-MI;sptinc992t;p99p100;1939;0.15189999;992;t
US-MI;sptinc992t;p99p100;1940;0.1604;992;t
US-MI;sptinc992t;p99p100;1941;0.1559;992;t
US-MI;sptinc992t;p99p100;1942;0.13689999;992;t
US-MI;sptinc992t;p99p100;1943;0.1155;992;t
US-MI;sptinc992t;p99p100;1944;0.1075;992;t
US-MI;sptinc992t;p99p100;1945;0.1173;992;t
US-MI;sptinc992t;p99p100;1946;0.1188;992;t
US-MI;sptinc992t;p99p100;1947;0.093999997;992;t
US-MI;sptinc992t;p99p100;1948;0.1074;992;t
US-MI;sptinc992t;p99p100;1949;0.1056;992;t
US-MI;sptinc992t;p99p100;1950;0.1183;992;t
US-MI;sptinc992t;p99p100;1951;0.1195;992;t
US-MI;sptinc992t;p99p100;1952;0.102;992;t
US-MI;sptinc992t;p99p100;1953;0.0942;992;t
US-MI;sptinc992t;p99p100;1954;0.1015;992;t
US-MI;sptinc992t;p99p100;1955;0.095899999;992;t
US-MI;sptinc992t;p99p100;1956;0.1029;992;t
US-MI;sptinc992t;p99p100;1957;0.097999997;992;t
US-MI;sptinc992t;p99p100;1958;0.096500002;992;t
US-MI;sptinc992t;p99p100;1959;0.092600003;992;t
US-MI;sptinc992t;p99p100;1960;0.093199998;992;t
US-MI;sptinc992t;p99p100;1961;0.1009;992;t
US-MI;sptinc992t;p99p100;1962;0.095399998;992;t
US-MI;sptinc992t;p99p100;1963;0.096199997;992;t
US-MI;sptinc992t;p99p100;1964;0.1002;992;t
US-MI;sptinc992t;p99p100;1965;0.1038;992;t
US-MI;sptinc992t;p99p100;1966;0.0977;992;t
US-MI;sptinc992t;p99p100;1967;0.1014;992;t
US-MI;sptinc992t;p99p100;1968;0.1008;992;t
US-MI;sptinc992t;p99p100;1969;0.098099999;992;t
US-MI;sptinc992t;p99p100;1970;0.089000002;992;t
US-MI;sptinc992t;p99p100;1971;0.088200003;992;t
US-MI;sptinc992t;p99p100;1972;0.089100003;992;t
US-MI;sptinc992t;p99p100;1973;0.084600002;992;t
US-MI;sptinc992t;p99p100;1974;0.088299997;992;t
US-MI;sptinc992t;p99p100;1975;0.083300002;992;t
US-MI;sptinc992t;p99p100;1976;0.082199998;992;t
US-MI;sptinc992t;p99p100;1977;0.083899997;992;t
US-MI;sptinc992t;p99p100;1978;0.085699998;992;t
US-MI;sptinc992t;p99p100;1979;0.092600003;992;t
US-MI;sptinc992t;p99p100;1980;0.092600003;992;t
US-MI;sptinc992t;p99p100;1981;0.089299999;992;t
US-MI;sptinc992t;p99p100;1982;0.1035;992;t
US-MI;sptinc992t;p99p100;1983;0.092200004;992;t
US-MI;sptinc992t;p99p100;1984;0.101;992;t
US-MI;sptinc992t;p99p100;1985;0.1078;992;t
US-MI;sptinc992t;p99p100;1986;0.132;992;t
US-MI;sptinc992t;p99p100;1987;0.1097;992;t
US-MI;sptinc992t;p99p100;1988;0.12970001;992;t
US-MI;sptinc992t;p99p100;1989;0.1238;992;t
US-MI;sptinc992t;p99p100;1990;0.1237;992;t
US-MI;sptinc992t;p99p100;1991;0.1192;992;t
US-MI;sptinc992t;p99p100;1992;0.1268;992;t
US-MI;sptinc992t;p99p100;1993;0.12710001;992;t
US-MI;sptinc992t;p99p100;1994;0.1295;992;t
US-MI;sptinc992t;p99p100;1995;0.13429999;992;t
US-MI;sptinc992t;p99p100;1996;0.1454;992;t
US-MI;sptinc992t;p99p100;1997;0.1522;992;t
US-MI;sptinc992t;p99p100;1998;0.1666;992;t
US-MI;sptinc992t;p99p100;1999;0.1583;992;t
US-MI;sptinc992t;p99p100;2000;0.1513;992;t
US-MI;sptinc992t;p99p100;2001;0.1348;992;t
US-MI;sptinc992t;p99p100;2002;0.13699999;992;t
US-MI;sptinc992t;p99p100;2003;0.1429;992;t
US-MI;sptinc992t;p99p100;2004;0.1543;992;t
US-MI;sptinc992t;p99p100;2005;0.1619;992;t
US-MI;sptinc992t;p99p100;2006;0.1674;992;t
US-MI;sptinc992t;p99p100;2007;0.17990001;992;t
US-MI;sptinc992t;p99p100;2008;0.16590001;992;t
US-MI;sptinc992t;p99p100;2009;0.1524;992;t
US-MI;sptinc992t;p99p100;2010;0.1684;992;t
US-MI;sptinc992t;p99p100;2011;0.1637;992;t
US-MI;sptinc992t;p99p100;2012;0.2006;992;t
US-MI;sptinc992t;p99p100;2013;0.1762;992;t
US-MI;sptinc992t;p99p100;2014;0.1803;992;t
US-MI;sptinc992t;p99p100;2015;0.1868;992;t
US-MI;sptinc992t;p99.9p99.99;1917;0.037799999;992;t
US-MI;sptinc992t;p99.9p99.99;1918;0.030099999;992;t
US-MI;sptinc992t;p99.9p99.99;1919;0.0339;992;t
US-MI;sptinc992t;p99.9p99.99;1920;0.030300001;992;t
US-MI;sptinc992t;p99.9p99.99;1921;0.0352;992;t
US-MI;sptinc992t;p99.9p99.99;1922;0.040100001;992;t
US-MI;sptinc992t;p99.9p99.99;1923;0.037999999;992;t
US-MI;sptinc992t;p99.9p99.99;1924;0.041900001;992;t
US-MI;sptinc992t;p99.9p99.99;1925;0.052499998;992;t
US-MI;sptinc992t;p99.9p99.99;1926;0.0502;992;t
US-MI;sptinc992t;p99.9p99.99;1927;0.052999999;992;t
US-MI;sptinc992t;p99.9p99.99;1928;0.064099997;992;t
US-MI;sptinc992t;p99.9p99.99;1929;0.0537;992;t
US-MI;sptinc992t;p99.9p99.99;1930;0.0374;992;t
US-MI;sptinc992t;p99.9p99.99;1931;0.0328;992;t
US-MI;sptinc992t;p99.9p99.99;1932;0.0307;992;t
US-MI;sptinc992t;p99.9p99.99;1933;0.029200001;992;t
US-MI;sptinc992t;p99.9p99.99;1934;0.0319;992;t
US-MI;sptinc992t;p99.9p99.99;1935;0.0385;992;t
US-MI;sptinc992t;p99.9p99.99;1936;0.049699999;992;t
US-MI;sptinc992t;p99.9p99.99;1937;0.040600002;992;t
US-MI;sptinc992t;p99.9p99.99;1938;0.035500001;992;t
US-MI;sptinc992t;p99.9p99.99;1939;0.0381;992;t
US-MI;sptinc992t;p99.9p99.99;1940;0.0394;992;t
US-MI;sptinc992t;p99.9p99.99;1941;0.039099999;992;t
US-MI;sptinc992t;p99.9p99.99;1942;0.035399999;992;t
US-MI;sptinc992t;p99.9p99.99;1943;0.028999999;992;t
US-MI;sptinc992t;p99.9p99.99;1944;0.025;992;t
US-MI;sptinc992t;p99.9p99.99;1945;0.0266;992;t
US-MI;sptinc992t;p99.9p99.99;1946;0.0261;992;t
US-MI;sptinc992t;p99.9p99.99;1947;0.021299999;992;t
US-MI;sptinc992t;p99.9p99.99;1948;0.0244;992;t
US-MI;sptinc992t;p99.9p99.99;1949;0.024;992;t
US-MI;sptinc992t;p99.9p99.99;1950;0.0295;992;t
US-MI;sptinc992t;p99.9p99.99;1951;0.029999999;992;t
US-MI;sptinc992t;p99.9p99.99;1952;0.022299999;992;t
US-MI;sptinc992t;p99.9p99.99;1953;0.02;992;t
US-MI;sptinc992t;p99.9p99.99;1954;0.0207;992;t
US-MI;sptinc992t;p99.9p99.99;1955;0.020199999;992;t
US-MI;sptinc992t;p99.9p99.99;1956;0.0208;992;t
US-MI;sptinc992t;p99.9p99.99;1957;0.021400001;992;t
US-MI;sptinc992t;p99.9p99.99;1958;0.020199999;992;t
US-MI;sptinc992t;p99.9p99.99;1959;0.018999999;992;t
US-MI;sptinc992t;p99.9p99.99;1960;0.0186;992;t
US-MI;sptinc992t;p99.9p99.99;1961;0.021;992;t
US-MI;sptinc992t;p99.9p99.99;1962;0.0186;992;t
US-MI;sptinc992t;p99.9p99.99;1963;0.018999999;992;t
US-MI;sptinc992t;p99.9p99.99;1964;0.020099999;992;t
US-MI;sptinc992t;p99.9p99.99;1965;0.0206;992;t
US-MI;sptinc992t;p99.9p99.99;1966;0.0199;992;t
US-MI;sptinc992t;p99.9p99.99;1967;0.0206;992;t
US-MI;sptinc992t;p99.9p99.99;1968;0.0208;992;t
US-MI;sptinc992t;p99.9p99.99;1969;0.02;992;t
US-MI;sptinc992t;p99.9p99.99;1970;0.016899999;992;t
US-MI;sptinc992t;p99.9p99.99;1971;0.017200001;992;t
US-MI;sptinc992t;p99.9p99.99;1972;0.0176;992;t
US-MI;sptinc992t;p99.9p99.99;1973;0.0166;992;t
US-MI;sptinc992t;p99.9p99.99;1974;0.0175;992;t
US-MI;sptinc992t;p99.9p99.99;1975;0.016000001;992;t
US-MI;sptinc992t;p99.9p99.99;1976;0.0156;992;t
US-MI;sptinc992t;p99.9p99.99;1977;0.0162;992;t
US-MI;sptinc992t;p99.9p99.99;1978;0.017000001;992;t
US-MI;sptinc992t;p99.9p99.99;1979;0.019300001;992;t
US-MI;sptinc992t;p99.9p99.99;1980;0.019400001;992;t
US-MI;sptinc992t;p99.9p99.99;1981;0.019200001;992;t
US-MI;sptinc992t;p99.9p99.99;1982;0.023399999;992;t
US-MI;sptinc992t;p99.9p99.99;1983;0.0189;992;t
US-MI;sptinc992t;p99.9p99.99;1984;0.021400001;992;t
US-MI;sptinc992t;p99.9p99.99;1985;0.023600001;992;t
US-MI;sptinc992t;p99.9p99.99;1986;0.030999999;992;t
US-MI;sptinc992t;p99.9p99.99;1987;0.024;992;t
US-MI;sptinc992t;p99.9p99.99;1988;0.030300001;992;t
US-MI;sptinc992t;p99.9p99.99;1989;0.028100001;992;t
US-MI;sptinc992t;p99.9p99.99;1990;0.0294;992;t
US-MI;sptinc992t;p99.9p99.99;1991;0.027799999;992;t
US-MI;sptinc992t;p99.9p99.99;1992;0.030099999;992;t
US-MI;sptinc992t;p99.9p99.99;1993;0.030099999;992;t
US-MI;sptinc992t;p99.9p99.99;1994;0.0308;992;t
US-MI;sptinc992t;p99.9p99.99;1995;0.032400001;992;t
US-MI;sptinc992t;p99.9p99.99;1996;0.035799999;992;t
US-MI;sptinc992t;p99.9p99.99;1997;0.038600001;992;t
US-MI;sptinc992t;p99.9p99.99;1998;0.043499999;992;t
US-MI;sptinc992t;p99.9p99.99;1999;0.0418;992;t
US-MI;sptinc992t;p99.9p99.99;2000;0.039700001;992;t
US-MI;sptinc992t;p99.9p99.99;2001;0.032699998;992;t
US-MI;sptinc992t;p99.9p99.99;2002;0.0328;992;t
US-MI;sptinc992t;p99.9p99.99;2003;0.034299999;992;t
US-MI;sptinc992t;p99.9p99.99;2004;0.038699999;992;t
US-MI;sptinc992t;p99.9p99.99;2005;0.041700002;992;t
US-MI;sptinc992t;p99.9p99.99;2006;0.043200001;992;t
US-MI;sptinc992t;p99.9p99.99;2007;0.046;992;t
US-MI;sptinc992t;p99.9p99.99;2008;0.040399998;992;t
US-MI;sptinc992t;p99.9p99.99;2009;0.0352;992;t
US-MI;sptinc992t;p99.9p99.99;2010;0.039299998;992;t
US-MI;sptinc992t;p99.9p99.99;2011;0.0396;992;t
US-MI;sptinc992t;p99.9p99.99;2012;0.050799999;992;t
US-MI;sptinc992t;p99.9p99.99;2013;0.0425;992;t
US-MI;sptinc992t;p99.9p99.99;2014;0.0449;992;t
US-MI;sptinc992t;p99.9p99.99;2015;0.048;992;t
US-MI;sptinc992t;p99.9p100;1917;0.0614;992;t
US-MI;sptinc992t;p99.9p100;1918;0.0471;992;t
US-MI;sptinc992t;p99.9p100;1919;0.071400002;992;t
US-MI;sptinc992t;p99.9p100;1920;0.048999999;992;t
US-MI;sptinc992t;p99.9p100;1921;0.0548;992;t
US-MI;sptinc992t;p99.9p100;1922;0.075599998;992;t
US-MI;sptinc992t;p99.9p100;1923;0.0656;992;t
US-MI;sptinc992t;p99.9p100;1924;0.073200002;992;t
US-MI;sptinc992t;p99.9p100;1925;0.096600004;992;t
US-MI;sptinc992t;p99.9p100;1926;0.089900002;992;t
US-MI;sptinc992t;p99.9p100;1927;0.095200002;992;t
US-MI;sptinc992t;p99.9p100;1928;0.1167;992;t
US-MI;sptinc992t;p99.9p100;1929;0.102;992;t
US-MI;sptinc992t;p99.9p100;1930;0.066299997;992;t
US-MI;sptinc992t;p99.9p100;1931;0.065399997;992;t
US-MI;sptinc992t;p99.9p100;1932;0.0493;992;t
US-MI;sptinc992t;p99.9p100;1933;0.046399999;992;t
US-MI;sptinc992t;p99.9p100;1934;0.049800001;992;t
US-MI;sptinc992t;p99.9p100;1935;0.063000001;992;t
US-MI;sptinc992t;p99.9p100;1936;0.079099998;992;t
US-MI;sptinc992t;p99.9p100;1937;0.0614;992;t
US-MI;sptinc992t;p99.9p100;1938;0.0561;992;t
US-MI;sptinc992t;p99.9p100;1939;0.057799999;992;t
US-MI;sptinc992t;p99.9p100;1940;0.061999999;992;t
US-MI;sptinc992t;p99.9p100;1941;0.059500001;992;t
US-MI;sptinc992t;p99.9p100;1942;0.051100001;992;t
US-MI;sptinc992t;p99.9p100;1943;0.0403;992;t
US-MI;sptinc992t;p99.9p100;1944;0.035399999;992;t
US-MI;sptinc992t;p99.9p100;1945;0.037999999;992;t
US-MI;sptinc992t;p99.9p100;1946;0.0374;992;t
US-MI;sptinc992t;p99.9p100;1947;0.0305;992;t
US-MI;sptinc992t;p99.9p100;1948;0.0348;992;t
US-MI;sptinc992t;p99.9p100;1949;0.035500001;992;t
US-MI;sptinc992t;p99.9p100;1950;0.042199999;992;t
US-MI;sptinc992t;p99.9p100;1951;0.041200001;992;t
US-MI;sptinc992t;p99.9p100;1952;0.033;992;t
US-MI;sptinc992t;p99.9p100;1953;0.028999999;992;t
US-MI;sptinc992t;p99.9p100;1954;0.031599998;992;t
US-MI;sptinc992t;p99.9p100;1955;0.032400001;992;t
US-MI;sptinc992t;p99.9p100;1956;0.033;992;t
US-MI;sptinc992t;p99.9p100;1957;0.032400001;992;t
US-MI;sptinc992t;p99.9p100;1958;0.033;992;t
US-MI;sptinc992t;p99.9p100;1959;0.0308;992;t
US-MI;sptinc992t;p99.9p100;1960;0.030300001;992;t
US-MI;sptinc992t;p99.9p100;1961;0.035300002;992;t
US-MI;sptinc992t;p99.9p100;1962;0.0319;992;t
US-MI;sptinc992t;p99.9p100;1963;0.033;992;t
US-MI;sptinc992t;p99.9p100;1964;0.034400001;992;t
US-MI;sptinc992t;p99.9p100;1965;0.0352;992;t
US-MI;sptinc992t;p99.9p100;1966;0.033100002;992;t
US-MI;sptinc992t;p99.9p100;1967;0.034499999;992;t
US-MI;sptinc992t;p99.9p100;1968;0.034899998;992;t
US-MI;sptinc992t;p99.9p100;1969;0.034000002;992;t
US-MI;sptinc992t;p99.9p100;1970;0.027899999;992;t
US-MI;sptinc992t;p99.9p100;1971;0.0276;992;t
US-MI;sptinc992t;p99.9p100;1972;0.0283;992;t
US-MI;sptinc992t;p99.9p100;1973;0.0255;992;t
US-MI;sptinc992t;p99.9p100;1974;0.0254;992;t
US-MI;sptinc992t;p99.9p100;1975;0.022600001;992;t
US-MI;sptinc992t;p99.9p100;1976;0.023499999;992;t
US-MI;sptinc992t;p99.9p100;1977;0.0242;992;t
US-MI;sptinc992t;p99.9p100;1978;0.0251;992;t
US-MI;sptinc992t;p99.9p100;1979;0.0296;992;t
US-MI;sptinc992t;p99.9p100;1980;0.0296;992;t
US-MI;sptinc992t;p99.9p100;1981;0.0285;992;t
US-MI;sptinc992t;p99.9p100;1982;0.039999999;992;t
US-MI;sptinc992t;p99.9p100;1983;0.0306;992;t
US-MI;sptinc992t;p99.9p100;1984;0.0361;992;t
US-MI;sptinc992t;p99.9p100;1985;0.039299998;992;t
US-MI;sptinc992t;p99.9p100;1986;0.0535;992;t
US-MI;sptinc992t;p99.9p100;1987;0.037500001;992;t
US-MI;sptinc992t;p99.9p100;1988;0.049199998;992;t
US-MI;sptinc992t;p99.9p100;1989;0.0451;992;t
US-MI;sptinc992t;p99.9p100;1990;0.046999998;992;t
US-MI;sptinc992t;p99.9p100;1991;0.0438;992;t
US-MI;sptinc992t;p99.9p100;1992;0.048900001;992;t
US-MI;sptinc992t;p99.9p100;1993;0.049400002;992;t
US-MI;sptinc992t;p99.9p100;1994;0.050999999;992;t
US-MI;sptinc992t;p99.9p100;1995;0.051899999;992;t
US-MI;sptinc992t;p99.9p100;1996;0.059900001;992;t
US-MI;sptinc992t;p99.9p100;1997;0.064599998;992;t
US-MI;sptinc992t;p99.9p100;1998;0.074900001;992;t
US-MI;sptinc992t;p99.9p100;1999;0.068700001;992;t
US-MI;sptinc992t;p99.9p100;2000;0.066200003;992;t
US-MI;sptinc992t;p99.9p100;2001;0.0528;992;t
US-MI;sptinc992t;p99.9p100;2002;0.0537;992;t
US-MI;sptinc992t;p99.9p100;2003;0.057500001;992;t
US-MI;sptinc992t;p99.9p100;2004;0.065800004;992;t
US-MI;sptinc992t;p99.9p100;2005;0.0704;992;t
US-MI;sptinc992t;p99.9p100;2006;0.072700001;992;t
US-MI;sptinc992t;p99.9p100;2007;0.081;992;t
US-MI;sptinc992t;p99.9p100;2008;0.071099997;992;t
US-MI;sptinc992t;p99.9p100;2009;0.061500002;992;t
US-MI;sptinc992t;p99.9p100;2010;0.076899998;992;t
US-MI;sptinc992t;p99.9p100;2011;0.069200002;992;t
US-MI;sptinc992t;p99.9p100;2012;0.098399997;992;t
US-MI;sptinc992t;p99.9p100;2013;0.077600002;992;t
US-MI;sptinc992t;p99.9p100;2014;0.0792;992;t
US-MI;sptinc992t;p99.9p100;2015;0.084700003;992;t
US-MI;sptinc992t;p99.99p100;1917;0.023700001;992;t
US-MI;sptinc992t;p99.99p100;1918;0.017000001;992;t
US-MI;sptinc992t;p99.99p100;1919;0.037300002;992;t
US-MI;sptinc992t;p99.99p100;1920;0.0187;992;t
US-MI;sptinc992t;p99.99p100;1921;0.0197;992;t
US-MI;sptinc992t;p99.99p100;1922;0.035500001;992;t
US-MI;sptinc992t;p99.99p100;1923;0.0275;992;t
US-MI;sptinc992t;p99.99p100;1924;0.031300001;992;t
US-MI;sptinc992t;p99.99p100;1925;0.044100001;992;t
US-MI;sptinc992t;p99.99p100;1926;0.039700001;992;t
US-MI;sptinc992t;p99.99p100;1927;0.042199999;992;t
US-MI;sptinc992t;p99.99p100;1928;0.052700002;992;t
US-MI;sptinc992t;p99.99p100;1929;0.048300002;992;t
US-MI;sptinc992t;p99.99p100;1930;0.028899999;992;t
US-MI;sptinc992t;p99.99p100;1931;0.032600001;992;t
US-MI;sptinc992t;p99.99p100;1932;0.0187;992;t
US-MI;sptinc992t;p99.99p100;1933;0.017200001;992;t
US-MI;sptinc992t;p99.99p100;1934;0.0178;992;t
US-MI;sptinc992t;p99.99p100;1935;0.024499999;992;t
US-MI;sptinc992t;p99.99p100;1936;0.0295;992;t
US-MI;sptinc992t;p99.99p100;1937;0.0208;992;t
US-MI;sptinc992t;p99.99p100;1938;0.020500001;992;t
US-MI;sptinc992t;p99.99p100;1939;0.0197;992;t
US-MI;sptinc992t;p99.99p100;1940;0.022600001;992;t
US-MI;sptinc992t;p99.99p100;1941;0.020400001;992;t
US-MI;sptinc992t;p99.99p100;1942;0.015699999;992;t
US-MI;sptinc992t;p99.99p100;1943;0.0114;992;t
US-MI;sptinc992t;p99.99p100;1944;0.0104;992;t
US-MI;sptinc992t;p99.99p100;1945;0.0114;992;t
US-MI;sptinc992t;p99.99p100;1946;0.0114;992;t
US-MI;sptinc992t;p99.99p100;1947;0.0092000002;992;t
US-MI;sptinc992t;p99.99p100;1948;0.0105;992;t
US-MI;sptinc992t;p99.99p100;1949;0.0115;992;t
US-MI;sptinc992t;p99.99p100;1950;0.0125;992;t
US-MI;sptinc992t;p99.99p100;1951;0.0113;992;t
US-MI;sptinc992t;p99.99p100;1952;0.0107;992;t
US-MI;sptinc992t;p99.99p100;1953;0.0089999996;992;t
US-MI;sptinc992t;p99.99p100;1954;0.0108;992;t
US-MI;sptinc992t;p99.99p100;1955;0.0122;992;t
US-MI;sptinc992t;p99.99p100;1956;0.0122;992;t
US-MI;sptinc992t;p99.99p100;1957;0.011;992;t
US-MI;sptinc992t;p99.99p100;1958;0.0128;992;t
US-MI;sptinc992t;p99.99p100;1959;0.0118;992;t
US-MI;sptinc992t;p99.99p100;1960;0.0118;992;t
US-MI;sptinc992t;p99.99p100;1961;0.0143;992;t
US-MI;sptinc992t;p99.99p100;1962;0.0132;992;t
US-MI;sptinc992t;p99.99p100;1963;0.0139;992;t
US-MI;sptinc992t;p99.99p100;1964;0.0143;992;t
